ISBN-10,ISBN-13,タイトル,著者,出版社,出版日,書齢,定価,価格（新品）,在庫数（新品）,価格（非常によい）,在庫数（非常によい）,価格（良い）,在庫数（良い）,価格（キズや使用感あり）,在庫数（キズや使用感あり）,内容,ジャンル,言語,本の長さ,版型
"4845920158","9784845920150","WindowScape［北欧編］","","フィルムアート社","2022-09-06","3年","3520","","","2444","1","","","","","北欧への憧れは心地よい窓辺から──



アアルト、アスプルンド、レヴェレンツ、

フィスカー、ヤコブセン、ウッツォン……



建築家たちだけでなく、

生活者の創造力も引き出した窓をめぐる旅へ。



光、風、熱、人、緑……

多様な要素の”ふるまい”の生態系のなかで

窓をとらえる「WindowScape」シリーズ。

第４弾は北欧の名建築編！



20世紀初頭、それまで民族誌的連関の中にあった建築が産業社会的連関に取り込まれていく移行期に、北欧の建築家たちは両者の衝突や摩擦の中で、民族誌的な質を捨てきれずに工業化を消化し不思議なハイブリッドをつくり出していった......。葛藤しながらもそのハイブリッドに新しい均衡を見出し創造のエネルギーとしたからこそ、彼らの作品は現代を生きる私たちにとっても味わい深い──スウェーデン、フィンランド、デンマークで訪れた73の名建築から114の窓を紹介する。



《本書で取り上げる主な建築家とその作品》

◆アルヴァ・アアルト（フィンランド／1898-1976）

　パイミオのサナトリウム、アアルト自邸、セイナッツァロの村役場、ムーラッツァロの実験住宅／夏の家、ラケウデン・リスティ教会、アアルトスタジオ、アカデミア書店ビル…など

◆グンナール・アスプルンド（スウェーデン／1885-1940）

　スネルマン邸、森の礼拝堂、カール・ヨーハン小学校、ストックホルム市立図書館、イェーテボリ裁判所、ステナス夏の家、森の火葬場…など

◆シーグルド・レヴェレンツ（スウェーデン／1885-1975）

　ローイングクラブ、復活の礼拝堂、社会保険庁、聖ペトリ教会…など

◆カイ・フィスカー（デンマーク／1893-1965）

　フェスター湖通りの集合住宅、ドロニングゴーデン集合住宅…など

◆アルネ・ヤコブセン（デンマーク／1902-1971）

　ベラヴィスタ集合住宅、ヤコブセン夏の家、スーホルムⅠ、スーホルムⅢ、ムンケゴー小学校、SASロイヤルホテル、レズオウア図書館、デンマーク国立銀行…など

◆ヨーン・ウッツォン（デンマーク／1918-2008）

　ウッツォン自邸、ダルスゴーア邸、キンゴーハウス、バウスヴェア教会、ウッツォンセンター…など研究の背景と目的

北欧の自然環境と窓

北欧における窓の変遷

調査対象と方法

この本に登場する北欧の建築家たち



SWEDEN│スウェーデン

　Gunnar Asplund│グンナール・アスプルンド

　Sigurd Lewerentz│シーグルド・レヴェレンツ

　コラム：逸脱を愛した反復、反復を許した逸脱

FINLAND│フィンランド

　Alvar Aalto│アルヴァ・アアルト

　コラム：アアルトの窓の心地よさを支えた技術と生産体制

DENMARK│デンマーク

　Kay Fisker│カイ・フィスカー

　Arne Jacobsen│アルネ・ヤコブセン

　Jørn Utzon│ヨーン・ウッツォン

　コラム：窓のユニット化と脱ユニット化



結び：窓の問題、窓の遊び場



参考文献

調査地・調査メンバー

掲載建築リスト","建築","jpn","320","A5"
"4761532408","9784761532406","アルヴァ・アールトの建築","小泉隆 著","学芸出版社（京都）","2018-03-10","7年","3520","","","","","","","","","北欧を代表する建築家アルヴァ・アールトが追求した美しく機能的なディテールを集めた作品集。住宅や公共建築、商業施設、家具や照明器具にいたるまで、構造や技術を反映した合理的なデザイン、素材や形へのこだわり、使いやすさが発揮された170のディテールを多数のカラー写真と図面で紹介。所在地リスト、書籍案内も充実。北欧を代表する建築家が追求した美しく機能的なディテールを集めた作品集。住宅、公共建築から家具まで多数の写真と図面で紹介。Introduction

Handle &amp; Door
取っ手
手すり
木製扉と扉まわりの立面構成
ルイ・カレ邸　格子扉
ヴィープリの図書館　ブレース入りの鋼製ガラス扉

Stairs &amp; Floors
ヴィープリの図書館　T字形断面の屋外階段
労働者会館　エントランスホールの階段
マイレア邸　居間の階段
サウナッツァロの村役場　議場へのアプローチ
タリン美術館　展示エリアを区分する階段
リオラの教会　段状の聖歌隊席
建物に奉仕する外部階段
野外劇場のモチーフ

Path &amp; Corridor
サウナッツァロの村役場　中庭に面する回廊
アラヤルヴィ庁舎　幅と高さが変化する中央廊下
リオラの教会　水平材が連続するキャノピー
文化の家　二つのヴォリュームを統合するキャノピー
ヴォルフスブルク文化センター　変化に富んだピロティ

Column &amp; Frame
マイレア邸　林立する多様な柱
柱の表現の展開
アールトスタジオ　板状の柱
トゥルン・サノマット新聞社　マッシブな柱
屋根を支える木架構
ロングスパンの木製合成梁
ヘルシンキ工科大学　大講堂のリブフレーム
リオラの教会　ダイナミックなリブフレーム
ムーラッツァロの実験住宅　木架構の実験
線材による繊細なデザイン

Wall &amp; Ceiling
自由曲面の壁
ヴィープリの図書館　児童図書室入口の曲面壁
個性あふれる間仕切り
ヴォクセンニスカ教会　曲面の可動間仕切り
外観を特徴づける可動間仕切りのデザイン
木の外壁のディテール
コッコネン邸　輝く木の壁
アールトスタジオ　白い壁面のヴァリエーション
周囲に調和したファサード
ヴィープリの図書館　講義室の波打つ天井
ルイ・カレ邸　玄関を包み込む曲面天井
窓際の斜め天井
空間の広がりを演出する天井
音や熱をコントロールするパネル天井
照明や音響の効果を高める布の活用
有機的な曲線を描くキャノピー

Window
ルイ・カレ邸　展示作品を照らすための窓
アールトスタジオ　建物に変化を与える多様な窓
景色を楽しむ窓、集中するための窓
サウナッツァロの村役場　議場の闇を引き立てる窓
遊び心が感じられる即興的な窓
パイミオのサナトリウム　病室の窓まわり
パイミオのサナトリウム　食堂のガラスボックス
ムーラッツァロの実験住宅　中庭との関係性が表現された窓と扉
内と外との関係を演出する窓辺
ヴォクセンニスカ教会　外皮と内皮のズレをまとめる二重ガラスの高窓
ラハティ教会　十字架をかたどった小窓群
内部の要求から決まった窓の外観への現れ

Skylight &amp; Refl","建築","jpn","240","A5"
"4761526947","9784761526948","公衆サウナの国フィンランド","こばやしあやな 著","学芸出版社（京都）","2018-12-28","7年","2200","2200","1","1269","3","1194","1","","","フィンランド版銭湯に学ぶ！
街から消えゆく公衆浴場を、現代人の居場所に変えるヒント

日本で急速にサウナ熱が高まっている昨今、実はサウナの本場フィンランドでも、空前の公衆サウナ・ブームが街を席巻中！つい10年前までは閑古鳥が鳴いていた「フィンランド版銭湯」が、いまなぜこんなにも盛り上がっているのか…？ 前世紀の栄枯盛衰ヒストリーから、斬新なアイデアと熱意で街にサウナを呼び戻した今日のリーダーたちのドキュメントまで。現地在住の日本人サウナ研究家が、現代人の居場所となった公衆浴場のリアルな姿を届ける一冊です。本場フィンランドの公衆サウナの楽しみ方、栄枯盛衰ヒストリー、仕掛け人の人物録まで。現代人の居場所となった公衆浴場のリアルはじめに
序章      フィンランド・サウナのいろは：日本のサウナとこんなに違う／日本のお風呂とこんなに似てる
１章　公衆サウナの最前線：　昔ながらの入浴施設を街の新しいコミュニティ空間に
　● map    フィンランド二大都市　公衆サウナマップ
２章　ヘルシンキ公衆サウナ史：　街のサウナ屋さんが流行らなくなったわけ
　● column 現存最古の公衆サウナで学ぶ、フィンランド・サウナの楽しみ方
３章　新世代のアイデアと実践：　プロジェクトリーダーたちが考える「いま、なぜ公衆サウナなのか？」
　File 1.   地元住民の執念に救われた現存最古の公衆サウナ
　　老朽化したローカル浴場を、街を活性化する資源に
　　　●ヴェイッコ・ニスカヴァーラ／［ラヤポルッティ・サウナ］運営代表者
　File 2.   新世代の多目的拠点となった老舗公衆サウナ
　　社会の変化と先代の個性を味方につけ、浴場文化を盛り上げる
　　　●キンモ・ヘリスト／［サウナ・アルラ］現オーナー
　File 3.   時代が追い付いた〈文化的な〉公衆サウナ構想
　　先駆的すぎたヒーロー建築家が、九〇年後のいまに託したバトン
　　　●アルヴァ・アールト／建築家・[クルットゥーリサウナ]発案者
　File 4.   都会の水辺を賑わせる最先端公衆サウナたち
　　　ローカルと観光客を引き合わせる、街角のウェルネスリゾートづくり
　　　●ヴィッレ・イーヴォネン／サウナ・フィンランディア・ホールディングス代表
　File 5.   みんなで建ててみんなで守る年中無休の公衆サウナ
　　　管理人不在の公共空間は、市民の良心を寄せ集めて育てる
　　　●サーラ・ロウヘンサロ／［ソンパサウナ］協会副代表
　File 6.   年に一度の街中一斉公衆サウナ化計画
　　　赤の他人を信頼する勇気で、豊かさの新境地を拓く
　　　●ヤーッコ・ブルンベリ／［ヘルシンキ・サウナデー］発起人
４章　現代公衆サウナ論：　価値づくりのキーワードは「人の居場所」と「街の文化」
おわりに","社会","jpn","160","A5"
"4767819857","9784767819853","日本の最も美しい図書館","立野井一恵 文","エクスナレッジ","2015-05","10年","1980","","","","","1701","1","","","一度は訪れたい、日本の美しすぎる図書館。歴史的な建物を今も使い続けているレトロ図書館からモダニズム図書館、最新の図書館まで。読書に集中できなくなるほどに美しい４１館を厳選。","写真・工芸","jpn","153","B5"
"4838103743","9784838103744","京都夜景名所 (Suiko books)","水野克比古 著","光村推古書院","2006-10-30","19年","1760","","","","","","","","","月明かりに照らされた庭。町家から洩れる明りを受けて光る石畳。ライトアップされた寺社の桜や紅葉…。古都の風情をより一層ひきたてる、幻想的な京の夜景を集めた写真集。拝観料など各撮影ポイントのデータも収録。","写真・工芸","jpn","91","B5"
"4777021025","9784777021024","北欧雑貨図鑑フィンランド100 (NEKO MOOK)","","ネコ・パブリッシング","2017-06-29","8年","1518","","","","","","","","","2017年は、フィンランド独立100周年記念イヤーであり、フィンランド国内のみならず、日本でもフィンランド関連の展覧会やイベントが目白押しです。本誌では、国際的な評価も高い、フィンランドのデザインについて一冊にわたりまとめます。さらに巻末では、「日本で買える・触れる・味わう」をテーマに、国内の北欧雑貨やインテリアショップ、カフェ・レストラン情報をまとめて記載します。
国際的な評価も高い、フィンランドのデザインについて一冊にわたりまとめます。雑貨;ﾌｨﾝﾗﾝﾄﾞ;ｲﾝﾃﾘｱ;ｶﾌｪ;北欧;図鑑;ﾃﾞｻﾞｲﾝ","家事","jpn","194","A5"
"4897377633","9784897377636","森の植物が教えてくれた北欧フィンランドのフラワーデザイン","クミ・ヘンティネン 著","六耀社","2014-05","11年","2200","","","","","","","","","写真、デザイン、ハンドワークによって、フィンランドのフラワーデザイナーの魂の風景を解釈し、表現。森と湖の国、フィンランドの神秘的な自然から学んだフラワーデザインのアイデアをはじめて明かす。","家事","jpn","87","B5"
"4306050343","9784306050341","アルヴァ・アアルト (SD選書)","武藤章 著","鹿島出版会","1969-03-05","56年","2200","","","","","","","","","","建築","jpn","240","B6"
"4767833205","9784767833200","北欧の美しい図書館","小泉隆 著","エクスナレッジ","2024-07-22","1年6ヶ月","2420","","","","","","","","","なぜ北欧の図書館は魅力的なのか？

読書体験を魅力的なものにするために、
本と人との関係をとことん考え抜いて
つくられているからです。

読書好きの国民が多く、
図書館利用率が世界的に高い北欧諸国。
そこには、美しく楽しく居心地のよい
良質な図書館建築が数多く存在します。
本書ではデンマーク、スウェーデン、
フィンランド、ノルウェーの各地にある
図書館建築のなかでも、
特に空間性が豊かな事例を厳選して紹介します。

■掲載図書館
1章：デンマークの図書館
・コペンハーゲン大学旧図書館
・コペンハーゲン中央図書館
・デンマーク王立図書館
・レンテメスターヴァイ図書館
・ティンビェア図書館＆カルチャーハウス
・ロドオウア図書館
・ヴィビュ図書館＆カルチャーハウス
・ヘアニン図書館
・ドック1

2章：スウェーデンの図書館
・スウェーデン王立図書館
・ストックホルム市立図書館
ストックホルム大学図書館
・ウプサラ大学図書館
・ヴェクショー市立図書館新館
・ハルムスタッド図書館
・マルメ市立図書館

3章：フィンランドの図書館
・フィンランド国立図書館
・ヘルシンキ中央図書館“オオディ”
・ヘルシンキ大学図書館
・リクハルディンカトゥ図書館
・トーロ図書館
・国民年金会館本館図書室
・ムンキニエミ図書館
・カッリオ図書館
・ヴァッリラ図書館
・マウヌラ・ハウス
・パシラ図書館
・アアルト大学ラーニング・センター
・イソ・オメナ図書館
・キルッコヌンミの図書館
・トゥルク市立図書館
・タンペレ市立図書館
・ヴィープリの図書館
・ユヴァスキュラ大学アアルト図書館
・セイナヨキ市立図書館
・アピラ図書館
・アラヤルヴィの図書館
・ロヴァニエミ市立図書館

4章：ノルウェーの図書館
・オスロ図書館旧本館
・ダイクマン図書館
・リレハンメル図書館
・トンスベルグ＆フェルダー図書館
・ヴェネスラの図書館
・トロムソ図書館","写真・工芸","jpn","224","A5"
"4344431685","9784344431683","意地でも旅するフィンランド (幻冬舎文庫)","芹澤桂 著","幻冬舎","2022-02-10","4年","649","","","","","","","150","1","","日本文学・評論・随筆・その他","jpn","181","A6/文庫"
"4768313507","9784768313503","北欧フィンランド配色ブック","島塚絵里 著","玄光社","2020-05-25","5年","2750","","","1660","1","","","","","憧れの国から学ぶ、美しい色使い

デザイン&amp;アート／街／インテリア／自然
4つの切り口から珠玉の配色を巡る","写真・工芸","jpn","191","A5"
"4478069239","9784478069233","フィンランド人が教えるほんとうのシンプル","モニカ・ル－ッコネン 著,関口リンダ 訳","ダイヤモンド社","2016-09-16","9年","1430","","","1124","1","","","","","お金に頼らずともシンプルでセンスある暮らしができれば幸せになれる。本書は、効率よりもデザインを、ものよりも時間を大切にする、フィンランド人に学ぶライフスタイルの提案である。効率よりもデザインを、ものよりも時間を大切にする、フィンランド人に学ぶライフスタイルの提案","社会科学総記","jpn","163","B6"
"4802209487","9784802209489","デザインあふれる森の国フィンランドへ (旅のヒントBOOK)","ラサネン優子 著","イカロス出版","2020-11-24","5年","1760","","","","","","","","","","旅行","jpn","174","A5"
"4802212828","9784802212823","デザインあふれる森の国フィンランドへ 最新版 (旅のヒントBOOK)","ラサネン優子 著","イカロス出版","2023-04-24","2年","1870","","","","","","","","","020年11月に発売した「デザインあふれる森の国 フィンランドへ」の改訂版。
北欧フィンランドは多くの森と湖があり、自然豊かな国です。
マリメッコやイッタラ、アラビアなど機能的で美しいブランドが誕生したところでもあり、また、フィンランド出身で世界的な建築家であるアルヴァ・アアルトが手がけた建築物が、各地に点在しています。
さらに、日本でも近年人気のサウナが、昔から人々の生活に根付いていることでも知られています。

本書は、そんなフィンランドの魅力的なカルチャーに触れる旅を楽しみたい方に、ぜひ手に取っていただきたい一冊です。
ヘルシンキのはずせない見どころ、フィンランド生まれの各ブランドのショップやさまざまなデザイナーの作品などを扱うショップ、素敵で居心地のいいカフェ、フィンランドの森の恵みを味わえるレストラン、おしゃれなサウナ、こだわりのデザインホテル……。ヘルシンキ在住で、コーディネーターやライターとして活躍する著者が厳選したスポットをご紹介します。

さらに、ヘルシンキから1時間ほどでアクセスできる森（国立公園）や、ムーミン美術館のあるタンペレ、冬はオーロラ観測を楽しめるロヴァニエミなど、ヘルシンキから足をのばして訪れてほしいスポットや町もご案内します。

最新版の本書は、新たにつくられた美しい建築物、話題のカフェやレストラン、ホテルなどを新規掲載。掲載データもアップデートしています。【CONTENTS】

・はじめに
・フィンランドMAP＆フィンランド基本情報
・ヘルシンキ＆各地MAP
・フィンランドの歴史

【1 ヘルシンキを歩く】
・見どころ、ショップ、カフェ、レストラン、バー、サウナ、ホテル
・デザインディストリクトの歩き方
・ヘルシンキの3大マーケットへ行こう！
・ヘルシンキおすすめ海辺散歩コース

【2 フィンランドの田舎町へ】
・フィスカルス
・マティルデダル
・タンペレ
・ポルヴォー
・アイノラ

【3 ラップランドへ】
・ロヴァニエミ
・ラップランドでオーロラ観測

【4 フィンランドデザイン】
・フィンランドデザインとは
・ラプアン カンクリ／ヨハンナ・グリクセン／モイコ／カレワラ／マリメッコ／イッタラ／アラビア／フィンレイソン／アルテック／アーリッカ／ペンティック
・暮らしに溶け込む素敵なデザイン

Column
・フィンランドの美しい図書館をめぐる
・フィンランドのコーヒー文化
・フィンランドの甘いもの
・フィンランドのごちそう
・フィンランドのアルコール
・フィンランドのサウナ
・フィンランドの幸福度の秘密
・スーパーで買えるフィンランドみやげ
・冬のマストアイテム
・森で過ごす大切な時間
・短い夏を過ごすサマーコテージ
・アアルトの建築散歩
・フィンランドのスイーツレシピ

・フィンランド旅のヒント
・覚えておきたいフィンランド語
・Index
・おわりに","旅行","jpn","176","A5"
"4903267733","9784903267739","フィンランド光の旅","小泉隆 写真・著,坂根シルク フィンランド語訳・監","プチグラパブリッシング","2009-08","16年","3080","","","","","","","","","","芸術総記","jpn","175","A4"
"4093882991","9784093882996","神のデザイン哲学","鈴木エドワ－ド 著","小学館","2013-07-01","12年","1980","","","","","","","","","世界的建築家によるデザイン哲学、人生論 

  著者の鈴木エドワード氏は、ハーバード大学大学院卒業後、バックミンスター・フラー、イサム・ノグチ、丹下健三という 3人の師のもとで学びました。1977年、鈴木エドワード建築設計事務所（ESA）を設立し、建築デザインを生涯の仕事として35年。著者は「人の幸せとは何か、生きる意味は何か…人が暮らす空間設計を通し、繰り返し考える機会に恵まれました。そして物理学は実は人の生き方、在り方そのものにつながる学問であり、追求する真理への異なるアプローチである」ことに気づきました。
 本職の建築設計の他に、物理学、化学、生物学を学んだ著者が名付けた「GOoD DESIGN」とは、エネルギー消費を最小限に抑えつつ最大限の効果を得るデザインを追求することであり、それはすなわち「自然（宇宙）の仕組み」そのものです。耐震性などの建築構造の基本から、エネルギーや原子の仕組みに至るまで、建築家・鈴木エドワード氏が提唱する「GOoD DESIGN」（ゴッド デザイン）、神のデザイン哲学についてまとめ上げた本です。 

 【編集担当からのおすすめ情報】 
 各界をリードする皆さまからいただきました推薦文です。

｢仕事即ち哲学の発見は建築家・鈴木エドワードの「自然探究心」の賜物である｣ - GKデザイングループ会長 栄久庵憲司 -

｢真の知性とは、答えの無い問いを、問い続ける力。鈴木エドワード氏は、その真の知性の持ち主であろう。深い精神性と真摯な探究心に支えられた「知的宇宙への遥かな旅路の記録」とも呼ぶべき本書は、若き日に氏が薫陶を受けたバックミンスター・フラーが辿り着けなかった地平にも、洞察の光を当てている｣ - 思想家・詩人 田坂広志 -

｢この本を読むと、世界がハイビジョンで見るように急に「高解像度」で見えてくる。宇宙を形造っている「デザインの言葉」が少しずつ解読されて、本当の科学やデザイン、人類文明の本番はこれから始まるのだとわかる。この星に『未来はない』と思っている人は、絶対この本を読むべきだ｣ -文化人類学者、Earth Literacy Program代表  竹村真一 -

｢建築家である前に人間として宇宙・生命の意味を問おうとする鈴木エドワードさん。21世紀は自然から学び美しい生き方をしようというすばらしい提案の書です｣ - JT生命誌研究館館長 中村桂子 -

鈴木エドワード連載:小学館Book People http://bp.shogakukan.co.jp/耐震性などの建築構造の基本から、エネルギーや原子の仕組みに至るまで、建築家・鈴木エドワード氏が提唱する「GOoD DESIGN」（ゴッド デザイン）についてまとめ上げた本です。Edward Suzuki Design(カラー写真16page)
Praise for GOoD DESIGN
はじめに 日本と世界の未来のために!
第 1章 デザインとは何か？
第 2章 ｢空飛ぶ家｣、未来の家
第 3章 東京ウッドストックホルム
第 4章 モダニズム VS ポストモダニズム
第 5章 フラｰと｢ワールドゲーム｣
第 6章 水から原子構造を考える
第 7章 数学と黄金比とデザイン
第 8章 シンクロニシティの不思議
第 9章 意識が先か、物質が先か？
第10章 相対性理論をわかりやすく
第11章 ｢愛｣はテンセグリティ宇宙の｢結ぶ力｣
第12章 人間が生まれてくる理由
","日本文学・評論・随筆・その他","jpn","240","B6"
"4306052486","9784306052482","ルイス・カーン建築論集 (SD選書)","ルイス・カ－ン 著,前田忠直 編訳","鹿島出版会","2008-04","17年","2420","","","","","","","","","ルイス・カーンによる崇高な空間のフィロソフィー１０章。カーンの深い建築的思惟の結晶が隠されており、その核心に迫りうる道を見出すことができる。また、ルイス・カーン読解にも使える１冊。","建築","jpn","244","B6"
"4255006962","9784255006963","美しい光でつくる暮らしの照明","石井幹子 著","朝日出版社","2013-01","13年","2420","","","","","799","1","","","家庭のインテリア照明の基本から和のあかりの見直しまで。世界で活躍する照明デザイナーが提案する、ハイセンスな生活を楽しむためのあかりのエッセンス。未来の照明のあり方を考える助けとなる１冊。","日本文学・評論・随筆・その他","jpn","142","A5"
"4767824591","9784767824598","フランク・ロイド・ライト最新建築ガイド","フランク ロイド ライト建築物保存協会 編著,ジョエル・ホグランド 編著,斎藤栄一郎 訳","エクスナレッジ","2018-04-06","7年","1980","","","","","","","","","現存するライト建築75作品をめぐる最新ガイド。新たに公開された個人邸なども掲載！1991年に刊?した旧版から掲載作品を25作品追加。タリアセン・ウェストやグッゲンハイム美術館などのアメリカにある有名建築をはじめ、帝国ホテルや明日館など日本にある建築を含めた75件を各1?2頁で紹介。ライト建築を気軽に概括的に知ることができます！住所・?学ツアー情報も紹介。この春、ライト建築を巡る旅に出よう！","建築","","166","A5"
"476613995X","9784766139952","フランク・ロイド・ライトに学ぶ50の建築レッスン","アーロン・ベツキー 著,ギディオン・フィンク・シャピロ 著,井原恵子 訳","グラフィック社","2025-01-08","1年1ヶ月","3190","3190","3","","","","","","","巨匠フランク・ロイド・ライトの設計の思考と発想を、ライトが手がけた住宅やインテリアから読み解き、50のレッスンとして紹介。
ライトの珠玉の言葉も掲載し、圧倒的な存在感を放ち続ける人物像とその仕事も浮き彫りにします。７ジャンル50レッスンからライトの思考と発想を解説はじめに／影響と発想源／土地とランドスケープ／デザインと社会／空間と体験／コンポジションとムーブメント／建築と身体／抽象と宇宙／おわりに","写真・工芸","jpn","248","A5変"
